,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,language,sentence1,sentence2,label
8241,10241,12241,12241,Korean,"Filippo Andrea Carmeni와 Maurizio Molella가 제작한 Gala가 작사, 작곡한 곡입니다.",이 곡은 기념 행사를 위해 작사 및 제작되었으며 Filippo Andrea Carmeni와 Maurizio Molella가 작곡했습니다.,0
8242,10242,12242,12242,Korean,"Prior에 따르면 시인이자 극작가, 소설가인 Oliver Goldsmith의 할아버지인 Robert Goldsmith는 Ballyoughter에 정착한 최초의 가족이었다고 합니다.","Robert Prior에 따르면 Robert Goldsmith는 Ballyoughter에 정착한 첫 가족 구성원으로 시인, 극작가, 작가였던 Oliver Goldsmith의 할아버지였습니다.",1
8243,10243,12243,12243,Korean,엔진과 연료의 누락으로 복잡도는 줄어드는 반면 폭발력은 증가한다.,엔진과 그 연료를 생략하는 것은 복잡성을 증가시키고 적재량을 감소할 것입니다.,0
8244,10244,12244,12244,Korean,Tobe와 Gunnar Hansen에 따르면 그가 마스크를 쓴 이유는 마스크가 그의 개성을 결정했기 때문이라고 합니다.,"Gunnar Hansen은 다음과 같이 말했습니다. ""Tobe와 Kim에 따르면 그가 마스크를 썼던 이유는 마스크가 그의 인격을 결정하기 때문이라고 합니다.",0
8245,10245,12245,12245,Korean,사립 Claiborne Academy는 패리시 클레이본 근처의 헤이네스빌에 위치해 있습니다.,사립 Claiborne Academy는 Haynesville 근처가 아닌 Claiborne Parish에 있습니다.,0
8246,10246,12246,12246,Korean,2017년 12월 7일 Nvidia는 공식적으로 NVIDIA TITAN V를 발표하였다.,2017년 12월 7일에 NVIDIA는 Nvidia TITAN V를 공식적으로 발표했습니다.,1
8247,10247,12247,12247,Korean,그는 런던의 Middlesex Hospital에서 의료 실습을 마치고 1943년에 임상의 자격을 취득했습니다.,런던의 미들섹스 병원에서 임상 훈련을 했고 1943년에 의사 자격을 땄습니다.,0
8248,10248,12248,12248,Korean,그는 유리 제조자로 일하는 동시에 다양한 악기들을 동원하여 다수의 밴드들과 작업하였다.,그는 유리 제조자로 일하면서 다양한 종류의 악기로 다수의 밴드와 함께 공연하였다.,0
8249,10249,12249,12249,Korean,기계 시스템의 구성 요소는 힘이 가해졌을 때 변형이 일어날 경우 탄성 위치 에너지를 저장합니다.,기계 시스템의 구성요소는 힘이 시스테에 적용될 때 변형이 와서 탄성 위치 에너지가 저장됩니다.,1
8250,10250,12250,12250,Korean,"Llewelyn Williams로 알려진 William Llewelyn Williams(1867년 3월 10일 -- 1922년 4월 22일)는 웨일스 기자, 변호사 및 급진적인 자유당 정치인이었습니다.","레윌린 윌리엄스라고도 알려진 윌리엄 윌리엄스(1867년 3월 10일 - 1922년 4월 22일)는 웨일스 출신의 저널리스트이자 변호사, 급진적인 자유당 정치인이다.",1
8251,10251,12251,12251,Korean,"2015년 10월 17일, 블라고이 이바노프는 WSOF 헤비급 챔피언십에서 메흐멘과 맞붙었습니다.",밸고이 이바노프는 2015년 10월 17일에 WSOF 헤비급 챔피언십에서 메먼에게 도전했습니다.,1
8252,10252,12252,12252,Korean,이것은 Richard Creed가 설립했고 George Edwards가 건축했으며 Monmouth의 Collins와 Geoffrey가 설계했습니다.,Richard Creed가 설계했고 Collins와 Geoffrey가 시공했으며 Monmouth의 George Edwards가 설비를 담당했습니다.,0
8253,10253,12253,12253,Korean,"사크라멘토는 페어 오크스와 폴섬 사이에서 (38.651254 , -121.259279)에 위치합니다.","페어 옥스는 세크라멘토와 폴섬 사이에 위치해있다 ( 38.651254 , -121.259279 ).",0
8254,10254,12254,12254,Korean,"Gilberto의 1987년 앨범인 ""Time and Tide""에 수록된 ""Astrud""는 Basia Trzetrzelewska에게 바치는 곡입니다.","Basia Trzetrzelewska의 1987년 앨범 ""Time and Tide""에 있는 트랙 ""Astrud""는 Gilberto에 대한 경의의 표시입니다.",0
8255,10255,12255,12255,Korean,클라크는 아들 2007년 4월 3일 아들 리쉬를 얻었다.삭스와 샌들스의 Microcosm EP판 앨범은 아들의 이름을 따 Rishi Saturn으로 지었다.,"Rishi에게는 2007년 4월 3일에 태어난 아들, Clark이 있었습니다. Microcosm Music의 Socks and Sandals EP는 그의 이름인 Rishi Saturn에서 따온 것이었습니다.",0
8256,10256,12256,12256,Korean,Melodie Crittenden이 솔로로 활동하기 위해 2004년에 그룹에서 탈퇴했으므로 2005년에는 대부분 Nicol이 그룹과 함께 노래했습니다.,Melodie Crittenden은 2004년에 그룹을 떠나 솔로 커리어를 모색했고 2005년은 대부분 Nicol이 그룹과 함께 노래했습니다.,1
8257,10257,12257,12257,Korean,세미 프로 축구에서 스코틀랜드 팀은 스코틀랜드 프리미어 리그 아래 모든 수준의 팀과 경쟁하며 스코틀랜드 챔피언 리그 아래 있는 대부분이 세미 프로입니다.,"스코틀랜드 축구리그에서 세미프로 팀은 스코틀랜드 프리미어리그 예하에 있으며, 이중 대다수의 세미프로 팀이 스코틀랜드 챔피언쉽에서 경기를 치르고 있다.",0
8258,10258,12258,12258,Korean,New Orleans의 Diboll과 Owen은 건축가였으며 Mobile의 G. A. Chamblin은 하청업자였습니다.,건축가는 뉴올리언즈의 Diboll과 Owen이었으며 하청업체는 G.A. Chamblin of Mobile이었습니다.,1
8259,10259,12259,12259,Korean,악성고혈압 중에서 이러한 과형성 변화는 종종  피브리노이드 내막과 매질의 동맥 괴사를 동반합니다.,악성 고혈압에서 이러한 광형성 변이는 동맥 내막과 매체의 유섬유소변성괴사를 자주 동반합니다.,0
8260,10260,12260,12260,Korean,"팀은 1953년에는 오스트레일리아에서, 1959년 8월에는 아시아에서 원정 경기를 가졌습니다.",해당 팀은 1953년 아시아 투어에 이어 1959년에는 호주 투어를 진행하였다.,0
8261,10261,12261,12261,Korean,이 영화는 새로운 영화 산업에 뛰어든 말라얄람 가수 Rafael에 관한 것입니다.,이 영화는 말라얄람 영화 산업에 뛰어든 새로운 가수 Rafael에 관한 것입니다.,0
8262,10262,12262,12262,Korean,1864년에 중국의 United Presbyterian Missionary Society는 스코틀랜드에 대표단을 보냈습니다.,중국의 연합 장로교 선교사 협회는 1864년에 스코틀랜드로 대리인을 보냈습니다.,1
8263,10263,12263,12263,Korean,"초기 벡터 공간 공식_13은 주어진 데이터에 대하여 ""초기객체"" 혹은 ""위상적 구조""로 불린다.","초기 벡터 공간 수식 13번은 초기 객체 ""또는"" 주어진 데이터에 대한 위상 구조라고 합니다.",1
8264,10264,12264,12264,Korean,이들 3대 왕조는 Waalo 왕국을 Mbooj 부계 가족과 함께 통치했습니다.,이러한 세 부계왕조는 왈로왕가와 모계가문인 음부즈 가문의 지배를 받았다.,0
8265,10265,12265,12265,Korean,"이 영화에서는 Jembie Almazan이 Alex 역할을, Bernardo Garnica Cruz가 David 역할을, Jonathan Diaz Angulo가 Maria 역할을 합니다.",NS,0
8266,10266,12266,12266,Korean,흑인 선수를 배제하는 것이 불문율은 아니었으나 1933년부터 National Football League에는 흑인 선수가 한 명도 없었습니다.,흑인 선수를 제외하는 것이 불문율은 아니었지만 1933년부터 NFL에서 뛰는 흑인 선수가 없었습니다.,1
8267,10267,12267,12267,Korean,1984년 데일은 패트리샤 메이어와 결혼하였으며 두 명의 아들인 리안(1988년 출생)과 블레이크(1992년 출생)을 두었다.,1984년부터 블레이크는 패트리샤 메이어와 결혼생활을 하였으며 두 아들인 리안(1988년 출생)과 데일(1992년 출생)을 두었다.,0
8268,10268,12268,12268,Korean,"1993년에 Platzer가 앨런타운에서 두 번째 레스토랑을 개업했을 때, 그는 조부 Peter Joseph Whelihan의 이름을 따서 P. J. Whelihan으로 개명했습니다.",1993년 Platzer가 Allentown에 두 번째 레스토랑을 개업했을 때 그의 할아버지 Peter Joseph Whelihan을 기리기 위해 P. J. Whelihan으로 개명했습니다.,1
8269,10269,12269,12269,Korean,"임무 수행 동안 나이지리아인 34명, 차드인 28명 토고인 2명, 부르키나파소인 1명을 포함한 65명의 군인이 사망했습니다.","작전 중 34명의 차드인, 28명은 나이지리아인이었으며, 2명의 토고인과 1명의 부르키나파소인, 총 65명의 병사가 사망하였다.",0
8270,10270,12270,12270,Korean,1969년 12월에 49 사단이 29 사단이 되었습니다.,1969년 12월 제 29육군사단 (육군 제 49사단)이 시작되었다.,0
8271,10271,12271,12271,Korean,꽃줄기는 대부분 없거나 매우 짧습니다.,꽃줄기는 매우 짧거나 거의 없습니다.,1
8272,10272,12272,12272,Korean,"그녀는 ""매우 큰 잠재력과 뛰어난 재능을 가지고 있으며, 후일 그녀만의 독특한 음악적 특성을 개발할 것""이라는 평가를 받았다.","그녀는 ""매우 큰 잠재력과 뛰어난 재능을 가지고 있으며, 미래에 독특한 음악적 개성을 키울 것""으로 평가되었다.",1
8273,10273,12273,12273,Korean,2013년 1월에 Warren Spector Disney Interactive가 Junction Point Studios의 문을 닫은 후 떠났다고 발표되었습니다.,2013년 1월 Disney Interactive가 문을 닫음에 따라 Warren Spector가 Junction Point Studios를 떠났다는 발표가 났습니다.,0
8274,10274,12274,12274,Korean,톤턴 동부의 지역 항공사에서 소형 항공기를 이용해 뉴베드퍼드와 버클리 현지에서 항공 교통을 제공합니다.,지역내 항공수송은 뉴 베드퍼드의 지역공항에서 이스트 톤턴과 버클리의 더 작은 항공기로 실시된다.,0
8275,10275,12275,12275,Korean,교대 튜링 머신을 사용하는 경우 ATIME 리소스를 사용합니다.,이를 대체할 만한 튜링 기계가 있다면 ATIME 리소스를 사용할 것이다.,0
8276,10276,12276,12276,Korean,그는 Bubba Watson과 Louis Oosthuizen보다 2타 뒤쳐진채로 경기를 끝내며 퍼팅 자세가 토너먼트에서 이기지 못하는 이유라고 한탄했습니다.,그는 Louis Oosthuizen과 Bubba Watson의 뒤를 이어 두 스트로크 차이로 마무리했고 그가 토너먼트 경기에서 승리하지 못한 이유로 그의 실력을 한탄했습니다.,1
8277,10277,12277,12277,Korean,"시리우스 디시전 회담의 이전 개최지로는 올랜도(2014), 스코츠데일(2013), 샌디에이고가 있다(2012).","SiriusDecisions Summit을 개최했던 예전 도시로는 Orlando(2014), San Diego(2013), Scottsdale(2012)이 있습니다.",0
8278,10278,12278,12278,Korean,루브르의 조명은 그림을 더 따뜻하고 부드럽게 보이게 하지만 이로 이해 그림 표면에 광택제를 바른 듯한 효과로 이어질 수 있습니다.,"뢰브레의 삽화에 있는 조명은 더욱 따뜻하고 부드러운 느낌을 나타내나, 이는 표면의 사라지는 듯한 톤으로 인한 것이다.",1
8279,10279,12279,12279,Korean,Molmys 강은 러시아 Perm Krai에 있는 강이며 Yazva 강 좌측 지류입니다.,러시아의 페름 크라이에 위치한 야즈바는 몰미스 강의 왼쪽 지류입니다.,0
8280,10280,12280,12280,Korean,1699년 8월 1일에 William Blackett는 처튼에 있는 등본보유지를 Archibald Campbell 경에게 양도했으며 그는 이 땅을 아가일 홀의 첫 번째 공작인 Bickerstaffe에게 매도했습니다.,1699년 8월 1일에 William Blackett는 처튼에 있는 등본보유지를 Archibald Campbell 경에게 넘겼으며 그는 이 저택을 아가일 홀의 첫 번째 공작인 Bickerstaffe에게 매도했습니다.,1
8281,10281,12281,12281,Korean,"Big Band Specials는 1962년에 Bob Cooper가 제작한 앨범으로 트랙 편집은 Bill Holman, Shorty Rogers와 그녀의 남편인 June Christy가 담당했습니다.","빅 밴드 스페셜은 1962년 밥 쿠퍼가 출시한 앨범으로 빌 홀먼, 쇼티 로저스와 남편인 준 크리스티가 편곡한 트랙이 포함되어있다.",1
8282,10282,12282,12282,Korean,경우에 따라서는 다양한 종류의 철판뿐만 아니라 콘크리트와 모래사대 역시 전차를 보호하기위한 임시변통으로 사용되기도 하였다.,어떤 경우에는 급조된 장갑철판뿐만 아니라 콘크리트와 모래사대가 다양한 열차에 사용되었다.,0
8283,10283,12283,12283,Korean,바바라 부세 엘리슨은 캘리포니아 산타 클라라 카운티에서 빌로네어 오라클 코퍼레이션의 회장 래리 엘리슨과 그의 전처 메간 엘리슨의 딸로 태어났다.,메건 엘리슨은 캘리포니아 산타클라라 카운티에서 Oracle Corporation의 회장인 억만장자 래리 엘리슨과 그의 전처 바바라 부세 엘리슨의 딸로 태어났다.,0
8284,10284,12284,12284,Korean,"Guillermo Coria는 Alberto Martín을 6-3, 3-6, 6-2로 물리쳤습니다.","6 알베르토마틴은기에르몽 코리아를 상대로 6:3, 3:6, 6:2로 승리하였다.",0
8285,10285,12285,12285,Korean,Red Bulls는 플레이오프 1차 경기에서 졌습니다.,Red Bulls는 졌지만 플레이오프 1라운드에 진출했습니다.,1
8286,10286,12286,12286,Korean,1978년 1월 12일: Cambridge United 매니저인 Ron Atkinson는 West Bromwich Albion의 매니저로 임명되었습니다.,1978년 1월 12일: Cambridge United - 매니저 Ron Atkinson은 West Bromwich Albion의 지명 매니저입니다.,1
8287,10287,12287,12287,Korean,"1979년에 그는 애틀랜타, 요하네스버그 및 텔아비브에서 준준결승에 진출하며 그의 원정 경기 사상 최고의 해를 맞이했습니다.","1979년 그는 투어에서 최고의 해를 맞아 텔아비브, 요하네스버그, 애틀란타에서 준준결승에 진출했습니다.",1
8288,10288,12288,12288,Korean,다음 버전은 Robert Fuller의 형제인 Ron이 1986년에 제작했습니다.,다음 릴리즈는 1986년에 Robert Fuller의 형제인 Ron이 제작했습니다.,1
8289,10289,12289,12289,Korean,"이 사원은 한국 힌두교인과 남아시아 국가 이민자들을 위한 문화적, 종교적 중심지 역할을 하고 있습니다.","이 사원은 남아시아 힌두교인들과 한국 이주민들을 위한 문화적, 종교적 중심지 역할을 하고 있습니다.",0
8290,10290,12290,12290,Korean,"이 클럽 회관은 Curtis가 당시에 총 60,000달러의 금액을 들여 건축했으며 비싼 임대료를 받고 클럽에 빌려주었습니다.","이 클럽 하우스는 당시 명목상 금액인 $60,000로 Curtis가 건설했으며 거금을 받고 클럽에 임대했습니다.",1
8291,10291,12291,12291,Korean,"프로덕션 I.G의 미츠히사 이시카와와 토모히코 이시이, 대니 추, 카나메, 타샤와 한국에서 온 미유코가 행사에 특별 게스트로 초청되었다.","이번 행사의 특별 게스트는 프로덕션 I.G의 타샤, 대니 추, 카나메, 미츠히사 이시카와와 토모히코 이시이와 한국의 미유코였다.",0
8292,10292,12292,12292,Korean,Vempati Chinna Satyam(1929년 10월 15일~2012년 7월 29일)은 인도 무용수이며 Kuchipudi 무곡 형식의 권위자였습니다.,벰파티 친나 사트얌(1929년 10월 15일 - 2012년 7월 29일)은 쿠치푸디 춤의 무용수로 인도 무용의 구루였다.,0
8293,10293,12293,12293,Korean,이 사건은 나중에 기려져 이제는 매년 1월 25일에 이집트 경찰의 날로 이집트에서 기념합니다.,이 사건은 나중에 기리게 되었으며 현재는 이집트에서 매년 1월 25일에 경찰의 날로 기념하고 있습니다.,1
8294,10294,12294,12294,Korean,우다이푸르는 간즈 바소다 부근 인도 마디아프라데시주의 마을입니다.,Ganj Basoda는 Udaipur 근처 Madhya Pradesh의 인도 주에 속한 도시입니다.,0
8295,10295,12295,12295,Korean,"그 후 그는 니세타스의 첫째 사촌인 허큘리스와 교체되었고, 강제로 수도원에 들어가게 되었다.",그는 Heraclius의 사촌인 Nicetas로 교체되었고 수도 서약을 하도록 강요받았습니다.,0
8296,10296,12296,12296,Korean,먼저 저화분 지역이 아닌 고화분 지역부터 설명하십시오.,"먼저, 높은 꽃가루값을 보이는 지역이 아닌 높은 꽃가루값을 보이는 지역을 서술하시오.",0
8297,10297,12297,12297,Korean,"지금까지 Zinovjev의 작품은 핀란드 라디오 오케스트라, Lahti 교향악단, Kymi Sinfonietta, Oulu 교향악단, Avanti에서 연주했습니다!","지금까지 Zinovjev의 작품은 Oulu 교향악단, Lahti 교향악단, Kymi Sinfonietta, 핀란드 라디오 교향악단, Avanti가 연주했습니다!",1
8298,10298,12298,12298,Korean,이것은 Richard Creed가 설계하고 Collins and Geoffrey에서 건축했으며 George Edwards of Monmouth에서 장착했습니다.,Richard Creed가 제공하고 George Edwards가 만들고 Collins와 Geoffrey가 Monmouth의 디자인을 맡았습니다.,0
8299,10299,12299,12299,Korean,McCall 및 Lesiuk는 2007년 여름에 밴드를 떠났으며 드럼의 McCall은 Steven Tosh로 대체되고 Jamie Macleod는 베이스를 담당하게 되었습니다.,McCall과 Lesiuk은 2007년 여름에 밴드를 나왔으며 McCall의 드럼은 Steven Tosh가 맡고 베이스는Jamie Macleod가 맡았습니다.,1
8300,10300,12300,12300,Korean,"1886년, 마일스는 애리조나 부 내에서 치리카와 아파치 족장인 제로니모와 싸울 군대의 지휘관을 조지 크룩 장군으로 교체하였다.",1886년 Miles는 Arizona 지역에 있는 Chiricahua Apache 지도자 Geronimo에 대항하는 군 부대 지휘관으로써 George Crook 장군을 대체했습니다.,1
8301,10301,12301,12301,Korean,"바르시는 파사리 댐 인근의 지역 강에 위치한 흙댐으로, 인도 마하라슈트라주의 솔라푸르 구에 위치하고 있다.",Pathari 댐은 인도 Maharashtra주 Solapur 지구에 있는 Barshi 근처에 있는 지역 강에 있는 매립 댐입니다.,0
8302,10302,12302,12302,Korean,"그는 노팅엄 시 셀스톤의 Brooke 가문의 딸과 결혼했으며, 장남인 Richard가 그의 자리를 물려받았습니다.","Brooke는 노팅엄 시 셀스톤의 Timothy Pusey의 딸인 Mary와 결혼했으며, 장남인 Richard가 그의 자리를 물려받았습니다.",0
8303,10303,12303,12303,Korean,Luk 혹은 Loke는 광둥어 성씨 (전부가 아닌)일부의 중국어 성을 로마자로 표기한 것으로 표준 중국어로는 Lu로 표기되기도 한다.,Luk 또는 Loke는 일부 광둥어 성의 중국 고대 글자이며 만다린어에서는 루로 사용되었습니다.,1
8304,10304,12304,12304,Korean,"신체 대각선의 치환으로 나타낼 수 있는 정육면체의 올바른 회전은 또한 ""S""에 있는 접합으로 설명할 수 있습니다.","형체 대각선의 순환으로 설명할 수 있는 정육면체의 정식 회전은 ""S""에 있는 활용으로도 설명할 수 있습니다.",0
8305,10305,12305,12305,Korean,예를 들어 양서류에서 케르베로스는 앞쪽 등에 있는 내배엽에서 발현되며 쥐에서는 앞쪽 내측 내배옆에서 발현됩니다.,"예로, 케르베로스는 양서류의 전면내배엽에서 나타나며 쥐에게서는 장내배엽에서 나타난다.",1
8306,10306,12306,12306,Korean,그는 런던의미들섹스 병원에서 임상 훈련을 마쳤으며 1943년 의사 자격을 획득하였다.,그는 런던에 있는 Middlesex 병원에서 임상 훈련을 했고 1943년에 의사 면허를 받았습니다.,1
8307,10307,12307,12307,Korean,Sunny는 1973년 11월에 Roger Greenaway가 퓨로듀싱하고 Chris Gunning이 편곡 및 지휘한 트랙을 완성했습니다.,1973년 11월 Roger Sunny는 Roger Greenway와 함께 길을 절단했고 Chris Gunning은 그 일의 준비를 지휘했습니다.,1
8308,10308,12308,12308,Korean,데이먼 나이트는 (제임스 블리쉬가 인용하여)기사 이야기의 해석에 대하여 다음과 같이 말하였다:,James Blish(Damon Knight에서 인용)는 그의 이야기에서 기사가 어떤 의미로 해석되는지에 대해 이야기했습니다.,0
8309,10309,12309,12309,Korean,이 영화는 말라얄람어 영화 산업에 등장한 새로운 가수인 Rafael에 관한 것입니다.,이 영화는 말라얄람어 영화 업계의 새로운 가수인 Rafael에 관한 내용입니다.,1
8310,10310,12310,12310,Korean,그것은 가족 버전 이후 2년여 만의 세 번째 시즌 방영이었으며 최초의 연예인 버전 이후로는 3년여 만입니다.,그것은 패밀리 에디션 이후 2년 넘게 방송되고 첫 번째 셀러브러티 에디션 이후 3년 넘게 방송된 세 번째 시즌이었습니다.,1
8311,10311,12311,12311,Korean,1891년 9월 19일에 테네시주 갈라틴에서 사망했으며 갈라틴에서 프리메이슨 신분을 받았습니다.,번팅은 1891년 9월 19일 갈라틴에서 세상을 떠났다. 테네시 주의 갈라틴에서 프리메이슨 식의 장례식이 치뤄졌다.,1
8312,10312,12312,12312,Korean,그 레슬러는 펄쩍 뛰고 앞으로 고꾸라지면서 물러나 상대방의 머리가 매트에 떨어지도록 했습니다.,그런 다음 그 레슬링 선수는 앞으로 뛰어올라 몸을 휙 돌려서 뒤쪽으로 착지해 상대 선수의 머리를 매트에 부딪히게 했습니다.,0
8313,10313,12313,12313,Korean,그녀는 3살 때 핀란드에서 에스토니아로 부모와 함께 이주했고 현재 헬싱키에 거주하고 있습니다.,그녀는 3세에 부모님을 따라 에스토니아에서 핀란드로 이주했고 현재는 헬싱키에 살고 있습니다.,0
8314,10314,12314,12314,Korean,"마을은 Turia 강 제방 우측에 있는 ""Horta de València""의 서쪽 끝에 위치하고 있습니다.","그 마을은 Turia 강 서쪽 기슭에 있는 ""Horta de València""의 우측 제방쪽에 있습니다.",0
8315,10315,12315,12315,Korean,"Solomon이 경험한 수많은 악습 중에는 그리스, 기독교, 유대교, 이집트, 아랍 및 기타 전통이 있습니다.","Solomon's encounter에 등장하는 많은 악마들은 그리스, 기독교, 유대교, 이집트, 아랍 및 여러 전통을 따랐습니다.",1
8316,10316,12316,12316,Korean,당나라의 행정 지구였던 천저우는 현재 허난성 동부의 저우커우의 행정 구역입니다.,당 왕조의 첸수 행정구는 현재 저우커우 동부 후난성의 관할 하에 있다.,0
8317,10317,12317,12317,Korean,테스트는 다음과 같습니다. ``먼저 pranganglionic fiber를 주목하고 나타나는 반응을 자극합니다.,시험은 다음과 같습니다: 신경절전 섬유를 자극한 후 나타나는 반응을 확인하십시오.,0
8318,10318,12318,12318,Korean,Ukhrul은 또한 Manipur 지역에 있는 유명한 관광지입니다.,마니푸르는 유크롤 주의 여행 명소이기도 합니다.,0
8319,10319,12319,12319,Korean,"Caspar Peucer(선고, 1525년 1월 6일 - 1602년 9월 25일)는 소르비아 개혁가, 의사이자 독일 기원에 대한 학자였습니다.","Caspar Peucer(1525년 1월 6일~1602년 9월 25일)는 독일 혈통의 소르비아 개혁가, 의사 그리고 학자였습니다.",1
8320,10320,12320,12320,Korean,"Cornelius Olatunji Adebayo는 나이지리아의 전임 상원의원으로, 주지사를 지냈으며 이후에 나이지리아 연방통신부의 수장이 되었습니다.","코르넬리우스 올라툰지 아데바요는 나이지리아의 전 상원의원으로, 주지사를  거친 후 나이지리아연방통신부의 장관을 역임하였다.",1
8321,10321,12321,12321,Korean,"매사추세츠 주는 1928년에 Harry S. Truman에게 표를 주었고, 1930년대와 1940년대에는 Al Smith에게 4번 표를 주었으며, 1948년에는 Franklin D. Roosevelt에게 표를 주었습니다.","1930년대와 1930년대에 그는 Al Smith를 위해서 1928년, Franklin D. Roosevelt와 Harry S. Truman을 위해 1948년에 네 번 당선되었습니다.",0
8322,10322,12322,12322,Korean,Ibn Amira는 발렌시아주의 일시라에서 태어났습니다.,Ibn Amira는 Alzira 구역에 있는 Valencia에서 태어났습니다.,0
8323,10323,12323,12323,Korean,교대 튜링 머신을 사용하는 경우 리소스 ATIME를 사용합니다.,교대 튜링 머신을 사용할 때 리소스 ATIME를 사용합니다.,0
8324,10324,12324,12324,Korean,"2016년 11월 13일, 데이빗 마차도는 허드슨 시 인근의 폭스 그로브 공원에서 데니스 왈라스에게 살해당하였다.",2016년 11월 13일에 David Machado의 대리인인 Dennis Wallace가 휴슨 시 인근의 폭스 그로브 공원에서 살해당했습니다.,0
8325,10325,12325,12325,Korean,1946년에 그가 죽었을 때 이 프로젝트에 대한 그의 논문은 여전히 초안 상태로 남아 있었습니다.,1946년 그의 죽음 이후 이 프로젝트에 대한 그의 논문은 여전히 거칠은 단계에 있었습니다.,1
8326,10326,12326,12326,Korean,Alexander Baumgartner(1841년 6월 27일 독일의 룩셈부르크에서 출생해 1910년에 스위스 생갈에서 사망)는 문학사에서 시인이자 작가였습니다.,Alexander Baumgartner(1841년 6월 27일 스위스 생갈에서 출생해 1910년에 룩셈부르크에서 사망)는 문학사에서 시인이자 작가였습니다.,0
8327,10327,12327,12327,Korean,캐나다 지질 조사소의 연구원들은 뉴브런즈윅 지방에 대한 상대적인 잠재적 위험을 평가하기 위해 자연적인 비소의 변화를 모델링했습니다.,캐나다 지리연구소의 연구진은 뉴 브런즈윅 지방에서 상대적 잠재 위험을 보이는 비소의 자연 변형 모델을 세웠다.,1
8328,10328,12328,12328,Korean,"이 항공사를 개발한 Irelandia에서는 VivaColombia, Ryanair, ALlegiant Air, VivaAerobus, Tigerair라는 다섯 개의 항공사를 설립하기도 하였다.","Irelandia에서 만든 항공사로 이외에도 VivaColombia, Ryanair, Allegiant Air, VivaAerobus, Tigerair 등 5개의 항공사를 개발했습니다.",0
8329,10329,12329,12329,Korean,자머리털루이 강은 루마니아에 위치한 브레아자 강의 지류입니다.,Breaza강은 루마니아에 있는 Geamărtălui강의 지류입니다.,0
8330,10330,12330,12330,Korean,C. R. Gregory가 1834년에 마르사바에서 구입했습니다. Robert Curzon이 1983년에 보았습니다.,이것은 Saba 수도원의 C. R. Gregory가 1834년 취득했고 1883년에 Robert Curzon이 취득했습니다.,1
8331,10331,12331,12331,Korean,Prabhupada는 Gopal Krishna가 힌두어로 번역된 Srimad Bhagavatam의 원본을 보여줬을 때 무척 기뻤습니다.,고팔 크리슈나는 프라부파다로부터 힌디어로 번역된 스리마드 바가바탐의 첫 번째 사본을 받고 기뻐하였다.,0
8332,10332,12332,12332,Korean,St. George Bank(와 자회사 BankSA)는 1997년 Advance Bank에 또 다시 인수되었습니다.,이로 인해 1997년 Advance Bank(BankSA의 계열사)는 St.George Bank에 인수되었다.,0
8333,10333,12333,12333,Korean,그런 후 그는 오하이오주 Cleveland에서 학교 선생님을 했고 1856-1859에는 Toledo에 있는 학교의 배우 관리자였습니다.,그런 다음 그는 오하이오주 클리브랜드에 있는 학교에서 교사 생활을 했고 1856년-1859년 동안 톨레도에서 연기 감독이었습니다.,0
8334,10334,12334,12334,Korean,그 시는 현대 원고 4편에 보관되어 있고 그중 하나는 다음 단편입니다.,이 시는 당대에 작성된 4개의 사본으로 보존되어 있으며 그 중 하나는 파손되어 조각으로 남아 있습니다.,1
8335,10335,12335,12335,Korean,또 다른 어려움으로 영화 변경 7주 전에 James Newton Howard가 Howard Shore 작곡가를 Peter Jackson으로 바꿔야 한다는 결정을 포함하고 있었습니다.,또 다른 난관은 영화 개봉 7주 전에 James Newton Howard가 작곡가를 Howard Shore에서 Peter Jackson으로 바꾸기로 결정한 일이었습니다.,0
8336,10336,12336,12336,Korean,더스티 베이커는 토론토의 시토 개스톤 이후 처음으로 월드 시리즈에 참가한 첫 번째 흑인 선수가 되었다.,Dusty Baker는 Toronto에 Cito Gaston이 합류한 이후 World Series에 합류한 최초의 흑인 매니저입니다.,1
8337,10337,12337,12337,Korean,Sukumar의 친구 Stephen(Murugan)은 위기의 시기에 그들을 도왔고 연인들은 결혼으로 연합했습니다.,Murugan의 친구인 Stephen(Sukumar)이 이들이 위기를 맞았을 때 도와주었으므로 그 연인들은 결혼을 하게 되었습니다.,0
8338,10338,12338,12338,Korean,Dr. Adams는 1788년 B. Hyatt와 결혼한 딸을 둔 Miss Sarah Hunt를 떠났습니다.,Dr. Adams는 Miss Sarah Hunt와 결혼했고 슬하에 딸을 두었으며 그녀는 1788년 B. Hyatt와 결혼했습니다.,0
8339,10339,12339,12339,Korean,"때로는 디자인의 잘 알려진 논거를 귀류법으로 논파하는 데에 사용되며, 그 예는 다음과 같다.","때로는디자인에서  잘 알려진 논거를 귀류법으로 논파하기 위해 사용되며, 그 예시는 다음과 같다:",1
8340,10340,12340,12340,Korean,Kudawa는 마을이며 네팔 남동쪽 Bara 지구 Narayani 지역에 있는 마을 개발 위원회입니다.,쿠다와는 네발 남동부 바라 구의 나라야니 구획에 위치한 마을이자 마을발전위원회이다.,1
